stop_name,stop_lat,stop_lon,stop_id
BRIARCLIFF RD NE@OAK PARK DR  NE,33.785451,-84.341015,4659
N DECATUR RD NE @ DOWMAN DR NE,33.788326,-84.325376,4660
CLIFTON RD NE @ GAMBRELL DR,33.79032,-84.320844,4661
CLIFTON RD NE @ UPPER GATE DR NE,33.792989,-84.320927,4662
CLIFTON RD NE @ HAYGOOD DR NE,33.79494,-84.32106,4663
CLIFTON RD NE @ GATEWOOD RD NE,33.796928,-84.322083,4664
CLIFTON RD NE @ HOUSTON MILL RD NE,33.798279,-84.323472,4665
CLIFTON RD NE @ 1599,33.799291,-84.324482,4666
CLIFTON RD NE @ TURNER LN,33.800597,-84.326725,4667
CLIFTON RD NE @ EMORY POINT DR,33.800758,-84.328737,4668
CLIFTON RD NE @ 1749,33.801235,-84.330552,4669
CLIFTON RD NE @ OLD BRIARCLIFF WAY,33.803577,-84.333502,4670
CLIFTON RD NE @ BILTMORE DR NE,33.805027,-84.334949,4671
CLIFTON RD NE @ BRIARCLIFF RD NE,33.806038,-84.335874,4672
BRIARCLIFF RD NE@BRIAR VISTA TER NE,33.809448,-84.33434,4673
E ROCK SPRINGS RD NE @ CUMBERLAND RD NE,33.795126,-84.344606,4674
E ROCK SPRINGS RD NE @ MARKAN DR NE,33.794267,-84.343083,4675
E ROCK SPRINGS RD NE @ ROCK SPRINGS CIR NE,33.792988,-84.340451,4676
E ROCK SPRINGS RD NE @ N DECATUR RD NE,33.791457,-84.339015,4677
N DECATUR RD NE @ BRIARCLIFF RD NE,33.790974,-84.338134,4678
N DECATUR RD NE @ SPRINGDALE RD NE,33.789981,-84.334599,4679
N DECATUR RD NE @ OXFORD RD NE,33.789184,-84.332957,4680
N DECATUR RD NE @ OAKDALE RD NE,33.788648,-84.331836,4681
N DECATUR RD NE @ LULLWATER RD,33.787466,-84.328552,4682
N DECATUR RD @ WASH LIVELY CIR,33.791979,-84.283468,4683
N DECATUR RD NE @ S OXFORD RD NE,33.788227,-84.325147,4684
N DECATUR RD NE @ 1641,33.788263,-84.323331,4685
N DECATUR RD NE @ CLIFTON RD,33.788764,-84.321004,4686
N DECATUR RD NE @HEALTHGATE DR,33.790202,-84.317798,4687
N DECATUR RD NE @ RIDGEWOOD DR NE,33.791261,-84.316185,4688
N DECATUR RD NE @ PRINCETON WAY,33.792075,-84.31203,4689
N DECATUR RD @ HAYGOOD DR,33.79208,-84.314682,4690
N DECATUR RD NE @ RIDGEWOOD DR,33.79121,-84.31646,4691
N DECATUR RD NE @ HEALTHGATE DR,33.789802,-84.318622,4692
N DECATUR RD @ 1660,33.78834,-84.32359,4693
N DECATUR RD @ LULLWATER RD,33.787475,-84.328802,4694
N DECATUR RD NE @ OAKDALE RD,33.788648,-84.331738,4695
N DECATUR RD @ OXFORD RD,33.78915,-84.33258,4696
N DECATUR RD @ SPRINGDALE RD,33.78998,-84.33422,4697
N DECATUR RD NE @ BRIARCLIFF RD NE,33.79094,-84.3377,4698
N DECATUR RD @ E ROCK SPRINGS RD,33.791395,-84.338884,4699
E ROCK SPRINGS RD @ MARKAN DR,33.79414,-84.34264,4700
E ROCK SPRINGS RD @ BEECH VALLEY WY,33.79526,-84.34474,4701
BRIARCLIFF RD NE@1255,33.787581,-84.339686,4702
BRIARCLIFF RD NE@OAK PARK DR NE,33.78538,-84.340982,4703
JOHNSON RD NE@NOBLE DR NE,33.803308,-84.340299,4704
JOHNSON RD NE@PASADENA AVE,33.801687,-84.342324,4705
JOHNSON RD NE@MEADOWDALE AVE,33.799915,-84.344096,4706
JOHNSON RD NE@NOBLE DR NE,33.799057,-84.346664,4707
BRIARCLIFF RD NE@BRIAR VISTA TER NE,33.810379,-84.334819,4708
CLIFTON RD@BRIARCLIFF RD,33.80585,-84.335841,4709
CLIFTON RD@OLD BRIARCLIFF WAY,33.803434,-84.333578,4710
CLIFTON RD @ 1762,33.801402,-84.331337,4711
CLIFTON RD @ CDC PKWY,33.800634,-84.328764,4712
CLIFTON RD @ CLIFTON WAY,33.800597,-84.326975,4713
CLIFTON RD NE @ 1615,33.799773,-84.32555,4714
CLIFTON RD @ HOUSTON MILL RD,33.798565,-84.323799,4715
CLIFTON RD @ EAGLE ROW,33.794662,-84.321199,4716
CLIFTON RD @ WOODRUFF CIR,33.793403,-84.32109,4717
CLIFTON RD @ FISHBURNE DR,33.790637,-84.321059,4718
N DECATUR RD NE @ HAYGOOD DR NE,33.792048,-84.314282,4719
CHURCH ST @ GLENLAKE COMMONS DR,33.785504,-84.291787,4720
CHURCH ST @ FORKNER DR,33.786593,-84.290171,4721
WINN WAY @ 455,33.788057,-84.27924,4722
CHURCH ST @ 1391,33.788307,-84.288651,4723
CHURCH ST @ 1429,33.789127,-84.287773,4724
CHURCH ST @ 1471,33.79012,-84.28664,4725
CHURCH ST @ SYCAMORE DR,33.791019,-84.285912,4726
N DECATUR RD @ WINN WAY,33.79247,-84.28145,4727
N DECATUR RD @ 2787,33.792962,-84.28002,4728
DEKALB INDUSTRIAL WAY @ 685,33.797115,-84.279093,4729
DEKALB INDUSTRIAL WAY @ 751,33.798619,-84.27993,4730
DEKALB INDUSTRIAL WAY @ LAWRENCEVILLE HWY,33.80011,-84.28046,4731
LAWRENCEVILLE HWY @ JORDAN LN,33.801635,-84.279493,4732
NORTH DEKALB MALL,33.810021,-84.277388,4733
N DRUID HILLS RD @ DRUID WOODS CT,33.811775,-84.278366,4734
CLAIREMONT AVE @ MAEDIRIS DR,33.786907,-84.306618,4735
CLAIREMONT AVE @ CLAIRMONT RUN,33.788837,-84.307114,4736
CLAIRMONT RD @ N DECATUR RD,33.790347,-84.306462,4737
CLAIRMONT RD @ POWELL LN,33.791972,-84.305947,4738
CLAIRMONT RD @ LADSON CT,33.793532,-84.30564,4739
CLAIRMONT RD @ CLAIRMONT CIR,33.795195,-84.305702,4740
CLAIRMONT RD @ STARVINE WAY,33.798326,-84.307055,4741
CLAIRMONT RD @ BUTLER LN,33.804958,-84.31077,4742
CLAIRMONT RD @ MASON MILL RD,33.806687,-84.310513,4743
CLAIRMONT RD @ MCCONNELL DR,33.80977,-84.30921,4744
CLAIRMONT RD @ N DRUID HILLS RD,33.813194,-84.307741,4745
N DRUID HILLS RD @ JAMESTOWN RD,33.812652,-84.306885,4746
N DRUID HILLS RD @ BLACKSHEAR DR,33.812623,-84.300734,4747
N DRUID HILLS RD @ MOORESTOWN CIR,33.812587,-84.299494,4748
N DRUID HILLS RD @ SPRING CREEK RD,33.812569,-84.297568,4749
N DRUID HILLS RD @ N CROSSING WAY,33.810742,-84.292064,4750
N DRUID HILLS RD @ WILLIVEE DR,33.810213,-84.289496,4751
N DRUID HILLS RD @ HILLS DR,33.810991,-84.287157,4752
N DRUID HILLS RD @ VALLEY DR,33.811814,-84.285405,4753
N DRUID HILLS RD @ DRUID HILLS CIR,33.812537,-84.281271,4754
N DRUID HILLS RD @ LAUREL HILL DR,33.812699,-84.282043,4755
N DRUID HILLS RD @ VALLEY DR,33.811921,-84.285351,4756
N DRUID HILLS RD @ ARBORDALE DR,33.810875,-84.287549,4757
N DRUID HILLS RD @ WILLIVEE DR,33.81039,-84.289261,4758
N DRUID HILLS RD @ N CROSSING WAY,33.810634,-84.291672,4759
N DRUID HILLS RD @ SPRING CREEK RD,33.812658,-84.297187,4760
N DRUID HILLS RD @ AZALEA CIR,33.812686,-84.300516,4761
N DRUID HILLS RD @ CLAIRMONT RD,33.812862,-84.306929,4762
N DECATUR RD NE @ PRINCETON WAY,33.791332,-84.31029,4763
N DECATUR RD @ CLAIRMONT RD,33.790268,-84.30679,4764
N DECATUR RD @ WEBSTER DR,33.790284,-84.304417,4765
N DECATUR RD @ SHERMAN WAY,33.790641,-84.301981,4766
N DECATUR RD @ CLAIRMONT CIR,33.790704,-84.302122,4767
N DECATUR RD @ CLAIRMONT CIR,33.79097,-84.30139,4768
N DECATUR RD @ N SUPERIOR AVE,33.791161,-84.299706,4769
N DECATUR RD @ WENDAN DR,33.792457,-84.296781,4770
N DECATUR RD @ WENDAN DR,33.79268,-84.29674,4771
N DECATUR RD @ SUZANNE DR,33.79364,-84.294075,4772
N DECATUR RD @ SUZANNE DR,33.793513,-84.293996,4773
N DECATUR RD @ SUNSTEDE DR,33.793691,-84.29094,4774
N DECATUR RD @ SCOTT BLVD,33.793506,-84.290441,4775
N DECATUR RD @ SCOTT BLVD,33.793225,-84.289167,4776
N DECATUR RD @ BLACKMON DR,33.792812,-84.288342,4777
N DECATUR RD @ CHURCH ST,33.792248,-84.28597,4778
N DECATUR RD @ WEBSTER DR,33.790405,-84.304222,4779
N DECATUR RD @ CLAIRMONT RD,33.790436,-84.30681,4780
N DECATUR RD @ PRINCETON WAY,33.791377,-84.310192,4781
N DECATUR RD @ PRINCETON WAY,33.79206,-84.31178,4782
WINN WAY @ 440,33.786535,-84.279414,4783
WINN WAY @ IRVIN WAY,33.788791,-84.279446,4784
WINN WAY @ IRVIN WAY,33.788934,-84.27937,4785
WINN WAY @ BILL THRASHER DR,33.78983,-84.27982,4786
WINN WAY @ BILL THRASHER DR,33.78999,-84.279989,4787
WINN WAY @ N DECATUR RD,33.79246,-84.28112,4788
WINN WAY @ RUFUS EVANS DR,33.791656,-84.280771,4789
RUFUS EVANS DR @ SYCAMORE DR,33.790521,-84.285329,4790
SYCAMORE DR @ RUFUS EVANS DR,33.790464,-84.285429,4791
N DECATUR RD @ 2806,33.793756,-84.27817,4792
CHURCH ST @ SYCAMORE DR,33.790478,-84.286774,4793
CHURCH ST @ 1438,33.789568,-84.287683,4794
CHURCH ST @ 1380,33.7883,-84.289352,4795
CHURCH ST @ MEDLOCK RD,33.786745,-84.290127,4796
CHURCH ST @ GLENLAKE COMMONS DR,33.785806,-84.29165,4797
CLAIREMONT AVE@MAEDIRIS DR,33.78651,-84.305992,4798
CLAIREMONT AVE @ CLAIRMONT RUN,33.788453,-84.306807,4799
CLAIRMONT RD @ N DECATUR RD,33.789457,-84.306586,4800
CLAIRMONT RD @ POWELL LN,33.791398,-84.305945,4801
CLAIRMONT RD @ LADSON CT,33.79253,-84.30559,4802
CLAIRMONT RD@CLAIRMONT CIR,33.794874,-84.305411,4803
CLAIRMONT RD@DESMOND DR,33.797167,-84.305742,4804
CLAIRMONT RD@STARVINE WAY,33.798608,-84.307123,4805
CLAIRMONT RD @ BUTLER LN,33.805232,-84.310462,4806
CLAIRMONT RD@MASON MILL RD,33.807595,-84.310015,4807
CLAIRMONT RD@MCCONNELL DR,33.809577,-84.309092,4808
CLAIRMONT RD@WILLIAMSBURG DR,33.810856,-84.308552,4809
CLAIRMONT RD @ N DRUID HILLS RD,33.812435,-84.307831,4810
DEKALB INDUSTRIAL WAY@MILSCOTT DR,33.796124,-84.278786,4811
N DECATUR RD @ SUPERIOR AVE,33.79099,-84.299783,4812
CLAIRMONT RD@CLAIRMONT LK,33.801409,-84.309463,4813
DEKALB INDUSTRIAL WAY @ MILSCOTT DR,33.79623,-84.27808,4814
N DECATUR RD @ WINN WAY,33.7929,-84.2807,4815
CHURCH ST @ N DECATUR RD,33.792033,-84.285253,4816
CHURCH ST @ WILLOW LN,33.78501,-84.29305,4817
CLAIRMONT RD @ N WILLIAMSBURG DR,33.811175,-84.308672,4818
VA HOSPITAL,33.802142,-84.310897,4819
CLAIRMONT RD @ CLAIRMONT LAKE,33.801213,-84.309559,4820
CLAIRMONT RD @ SOUTHERN LN,33.803493,-84.310773,4821
CLAIRMONT RD@BUTLER LN,33.806257,-84.310386,4822
N DRUID HILLS RD @ MISTLETOE RD,33.811219,-84.276136,4823
N DRUID HILLS RD @ MISTLETOE RD,33.810897,-84.275603,4824
N DRUID HILLS RD @ OAK TREE RD,33.811238,-84.276843,4825
N DRUID HILLS RD @ ORION DR,33.807681,-84.268436,4826
VALLEY BROOK RD @ 908,33.80512,-84.267764,4827
VALLEY BROOK RD@HOLLYWOOD DR,33.804404,-84.267492,4828
VALLEY BROOK RD@VISTA BROOK DR,33.802363,-84.266852,4829
VALLEY BROOK RD@FANTASY LN,33.800761,-84.266342,4830
VALLEY BROOK RD@WESTBURY DR,33.798451,-84.265593,4831
VALLEY BROOK RD@CEDAR BROOK DR,33.796857,-84.263821,4832
VALLEY BROOK RD @ E PONCE DE LEON AVE,33.795434,-84.263148,4833
E PONCE DE LEON AVE @ LAREDO DR,33.785229,-84.268987,4834
E PONCE DE LEON AVE @ PATTERSON AVE,33.785742,-84.265918,4835
E PONCE DE LEON AVE @ EXCHANGE AVE,33.790941,-84.264772,4836
VALLEY BROOK RD @ E PONCE DE LEON AVE,33.79588,-84.26323,4837
VALLEY BROOK RD@FORD PL,33.79709,-84.263821,4838
VALLEY BROOK RD@JUDYLYN DR,33.797842,-84.265006,4839
VALLEY BROOK RD@FANTASY LN,33.80058,-84.26611,4840
VALLEY BROOK RD@VISTA BROOK DR,33.802151,-84.266594,4841
VALLEY BROOK RD@HOLLYWOOD DR,33.804297,-84.267318,4842
VALLEY BROOK RD @ 923,33.805147,-84.267633,4843
VALLEY BROOK RD@CEDAR CREEK DR,33.807645,-84.268328,4844
N DRUID HILLS RD @ LAWRENCEVILLE HWY,33.81057,-84.273753,4845
E PONCE DE LEON AVE @ N DECATUR RD,33.793748,-84.263997,4846
E PONCE DE LEON AVE @ EXCHANGE AVE,33.790834,-84.264881,4847
E PONCE DE LEON AVE @ PALOMA DR,33.786967,-84.264808,4848
E PONCE DE LEON AVE @ LAREDO DR,33.785342,-84.269297,4849
LAWRENCEVILLE HWY @ WHITE BLVD,33.811474,-84.271667,4850
LAWRENCEVILLE HWY @ 2295,33.814125,-84.269683,4851
LAWRENCEVILLE HWY@2260,33.81287,-84.271233,4852
LAWRENCEVILLE HWY@WHITE BLVD,33.811946,-84.272006,4853
DEKALB INDUSTRIAL WAY @ STRATFORD CMNS,33.792441,-84.276344,4854
DEKALB INDUSTRIAL WAY @ STRATFORD CMNS,33.791833,-84.276029,4855
DEKALB INDUSTRIAL WAY @ IRVIN WAY,33.788248,-84.276301,4856
DEKALB INDUSTRIAL WAY@IRVIN WAY,33.788379,-84.276726,4857
DEKALB INDUSTRIAL WAY @ 375,33.786436,-84.27663,4858
DEKALB INDUSTRIAL WAY @ RIMINGTON LN,33.785326,-84.276446,4859
N DECATUR RD @ JORDAN LN,33.793675,-84.271818,4860
N DECATUR RD @ E PONCE DE LEON AVE,33.793437,-84.264532,4861
N DECATUR RD @ GIFFORD DR,33.791949,-84.258278,4862
N DECATUR RD @ GLENDALE RD,33.789762,-84.252755,4863
N DECATUR RD @ CREEKVIEW CT,33.78882,-84.249971,4864
N DECATUR RD @ NORTHERN AVE,33.787235,-84.247505,4865
N DECATUR RD @ NORTHERN AVE,33.786499,-84.245515,4866
N INDIAN CREEK DR @ HILL ST,33.808488,-84.242435,4867
MONTREAL RD @ MONTREAL CREEK CT,33.813152,-84.242952,4868
MONTREAL RD @ SAMS RD,33.812418,-84.242572,4869
N INDIAN CREEK DR @ HILL ST,33.808649,-84.242479,4870
N DECATUR RD @ 3711,33.785746,-84.243188,4871
N DECATUR RD @ NORTHERN AVE,33.786723,-84.245775,4872
N DECATUR RD @ NORTHERN AVE,33.78764,-84.247358,4873
N DECATUR RD @ GLENDALE RD,33.789864,-84.252419,4874
N DECATUR RD @ PARKDALE DR,33.791259,-84.256288,4875
N DECATUR RD @ GIFFORD DR,33.792119,-84.258311,4876
N DECATUR RD @ CHURCH ST,33.793611,-84.262917,4877
N DECATUR RD @ KENTUCKY ST,33.793808,-84.269379,4878
N DECATUR RD @ JORDAN LN,33.793737,-84.271612,4879
N DECATUR RD @ DEKALB INDUSTRIAL WAY,33.793922,-84.276115,4880
N CLARENDON AVE @ CEDAR ST,33.785267,-84.26325,4881
CEDAR ST @ N CLARENDON AVE,33.785437,-84.263192,4882
CEDAR ST @ 3RD AVE,33.785363,-84.260491,4883
CEDAR ST @ REED ST,33.785353,-84.258392,4884
7TH AVE@CHAPEL ST,33.786497,-84.256282,4885
GLENDALE RD @ BROWNELL AVE,33.78672,-84.25519,4886
GLENDALE RD@BROWNELL AVE,33.786568,-84.254911,4887
GLENDALE RD@HATTON DR,33.78714,-84.25416,4888
GLENDALE RD @ N DECATUR RD,33.78944,-84.25263,4889
DEKALB INDUSTRIAL WAY @ N DECATUR RD,33.7939,-84.276495,4890
N DECATUR RD @ DEKALB INDUSTRIAL WAY,33.793802,-84.276615,4891
E PONCE DE LEON AVE @ VALLEY BROOK RD,33.794941,-84.262942,4892
E PONCE DE LEON AVE@MILTON ST,33.796185,-84.261635,4893
E PONCE DE LEON AVE@NEEDHAM DR,33.797855,-84.25946,4894
E PONCE DE LEON AVE@MCLENDON DR,33.799387,-84.257684,4895
E PONCE DE LEON AVE@VERDI WAY,33.801181,-84.255259,4896
E PONCE DE LEON AVE@MILAM CIR,33.802319,-84.253166,4897
E PONCE DE LEON AVE@CREEKDALE DR,33.802738,-84.251877,4898
E PONCE DE LEON AVE @ MELL AVE,33.803452,-84.248131,4899
E PONCE DE LEON AVE @ PECAN ST,33.803772,-84.246407,4900
E PONCE DE LEON AVE @ JOLLY AVE,33.805115,-84.243178,4901
E PONCE DE LEON AVE @ N INDIAN CREEK DR,33.807258,-84.241349,4902
E PONCE DE LEON AVE @ JOLLY AVE,33.80532,-84.24308,4903
E PONCE DE LEON AVE @ PECAN ST,33.80397,-84.246445,4904
E PONCE DE LEON AVE @ MELL AVE,33.803638,-84.248131,4905
E PONCE DE LEON AVE@CREEKDALE DR,33.802972,-84.251546,4906
E PONCE DE LEON AVE @ MILAM CIR,33.802418,-84.253472,4907
E PONCE DE LEON AVE@VERDI WAY,33.801395,-84.255363,4908
E PONCE DE LEON AVE @ GLENDALE RD,33.800219,-84.256835,4909
E PONCE DE LEON AVE @ MURPHEY ST,33.797517,-84.260231,4910
E PONCE DE LEON AVE@MILTON ST,33.796215,-84.261993,4911
E PONCE DE LEON AVE@VALLEY BROOK RD,33.795366,-84.262882,4912
N DECATUR RD @ MCHENRY AVE,33.791304,-84.256604,4913
N DECATUR RD @ KENTUCKY ST,33.793629,-84.269578,4914
N DECATUR RD @ CHURCH ST,33.793518,-84.262736,4915
N DECATUR RD @ FRANCES ST,33.793601,-84.267783,4916
N DECATUR RD @ DEKALB INDUSTRIAL WAY,33.793757,-84.275451,4917
N DECATUR RD @ E PONCE DE LEON AVE,33.793689,-84.26477,4918
N DECATUR RD @ FRANCES ST,33.793751,-84.267647,4919
DEKALB INDUSTRIAL WAY @ N DECATUR RD,33.794455,-84.276614,4920
N DRUID HILLS RD @ LAWRENCEVILLE HWY,33.810243,-84.27348,4921
DEKALB INDUSTRIAL WAY@IRVIN WAY,33.79017,-84.276414,4922
DEKALB INDUSTRIAL WAY @ 455,33.790114,-84.276171,4923
NORTH SPRINGS STATION,33.944377,-84.357253,4924
N DECATUR RD @ 3799,33.785608,-84.238729,4925
N INDIAN CREEK DR @ 449,33.788344,-84.235485,4926
N INDIAN CREEK DR @ MILLIGAN DR,33.790079,-84.236037,4927
N INDIAN CREEK DR @ 555,33.791388,-84.235729,4928
N INDIAN CREEK DR @ INDIAN CREEK LN,33.793823,-84.236098,4929
N INDIAN CREEK DR @ MEMORIAL COLLEGE AVE,33.796159,-84.236357,4930
N INDIAN CREEK DR @ JAMISON PL,33.802041,-84.238385,4931
N INDIAN CREEK DR @ DEBELLE ST,33.803796,-84.238818,4932
N INDIAN CREEK DR @ ROGERS ST,33.80513,-84.239273,4933
N INDIAN CREEK DR @ CHURCH ST,33.806384,-84.241001,4934
N INDIAN CREEK DR @ MARKET ST,33.810215,-84.241541,4935
N INDIAN CREEK DR @ MARKET ST,33.81034,-84.24165,4936
N INDIAN CREEK DR @ E PONCE DE LEON AVE,33.806725,-84.241904,4937
N INDIAN CREEK DR @ ROWLAND ST,33.806178,-84.24086,4938
N INDIAN CREEK DR @ DEBELLE ST,33.803948,-84.239013,4939
N INDIAN CREEK DR @ JAMISON PL,33.802247,-84.238569,4940
N INDIAN CREEK DR @ 752,33.798018,-84.237047,4941
N INDIAN CREEK DR @ MEMORIAL COLLEGE AVE,33.795837,-84.236466,4942
N INDIAN CREEK DR @ INDIAN CREEK LN,33.793877,-84.236251,4943
N INDIAN CREEK DR @ 555,33.791576,-84.235884,4944
N INDIAN CREEK DR @ MILLIGAN DR,33.790251,-84.236114,4945
N INDIAN CREEK DR @ DIAL DR,33.786868,-84.236041,4946
N INDIAN CREEK DR @ DIAL DR,33.78654,-84.236119,4947
N DECATUR RD @ N INDIAN CREEK DR,33.785697,-84.237946,4948
N DECATUR RD @ 3770,33.785858,-84.241158,4949
MEMORIAL DR @ VILLAGE SQUARE DR,33.800919,-84.213448,4950
MEMORIAL DR @ 5400,33.799866,-84.217262,4951
MEMORIAL DR @ RAYS RD,33.799202,-84.220444,4952
MEMORIAL DR @ 5158 (MEMORIAL BEND SC),33.797243,-84.224025,4953
MEMORIAL DR @ MEMORIAL COLLEGE AVE,33.79528,-84.226341,4954
MEMORIAL DR @ WOODCROFT DR,33.790436,-84.230827,4955
MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,33.788646,-84.2322,4956
MEMORIAL DR @ ROCKBRIDGE RD,33.786204,-84.234411,4957
MEMORIAL DR @ ROCKBRIDGE RD,33.785122,-84.234782,4958
MEMORIAL DR @ GEORGIA PIEDMONT TECH COLLEGE DR,33.788056,-84.232299,4959
MEMORIAL DR@DOYAL MILLS CT,33.794595,-84.226177,4960
MEMORIAL DR @ 5211 (STONEMONT VILLAGE SC),33.797287,-84.223366,4961
MEMORIAL DR@5405,33.799478,-84.217729,4962
MEMORIAL DR @ VILLAGE SQUARE DR,33.800622,-84.211725,4963
ROCKBRIDGE RD@SUSAN CREEK DR,33.785816,-84.226013,4964
ROCKBRIDGE RD @ KENRIDGE CIR,33.786015,-84.222393,4965
ROCKBRIDGE RD @ ALLGOOD RD,33.78696,-84.20869,4966
ROCKBRIDGE RD @ HAMBRICK RD,33.7873,-84.212456,4967
ROCKBRIDGE RD@RAYS RD,33.786915,-84.217674,4968
ROCKBRIDGE RD @ KENRIDGE CIR,33.786205,-84.222298,4969
ROCKBRIDGE RD @ N INDIAN CREEK DR,33.78635,-84.23532,4970
N INDIAN CREEK DR @ ROCKBRIDGE RD,33.785258,-84.236826,4971
E PONCE DE LEON AVE @ MARKET ST,33.809033,-84.240215,4972
E PONCE DE LEON AVE @ MONTREAL RD,33.810598,-84.239093,4973
E PONCE DE LEON AVE@SMITH ST,33.812351,-84.237862,4974
E PONCE DE LEON AVE @ MONTREAL RD,33.810589,-84.239441,4975
E PONCE DE LEON AVE @ N INDIAN CREEK DR,33.806995,-84.241704,4976
MEMORIAL DR@WOODCROFT DR,33.789978,-84.230502,4977
N INDIAN CREEK DR @ 819,33.799731,-84.237571,4978
N INDIAN CREEK DR @ 450,33.788094,-84.235463,4979
ROCKBRIDGE RD@HAMBRICK RD,33.78699,-84.212234,4980
MEMORIAL DR @ 4988 (GPTC - NORTH ENTRANCE),33.791397,-84.229589,4981
ROCKBRIDGE RD @ S INDIAN CREEK DR,33.786673,-84.231539,4982
N DECATUR RD @ 3770,33.785556,-84.240708,4983
N INDIAN CREEK DR @ 751,33.797735,-84.236785,4984
N INDIAN CREEK DR @ 816,33.800456,-84.238006,4985
ROCKBRIDGE RD@ALLGOOD CIR,33.787024,-84.210124,4986
ROCKBRIDGE RD @ N INDIAN CREEK DR,33.784614,-84.237479,4987
N DECATUR RD @ 3711,33.785854,-84.244123,4988
ROCKBRIDGE RD@ROCKBRIDGE TRL,33.786873,-84.230408,4989
ROCKBRIDGE RD@WINLEY DR,33.79017,-84.18091,4990
N HAIRSTON RD @ CENTRAL DR,33.810994,-84.193824,4991
N HAIRSTON RD @ MARINERS CT,33.809034,-84.193784,4992
N HAIRSTON RD @ FELLSRIDGE CT,33.807412,-84.193772,4993
N HAIRSTON RD @ FELLSRIDGE DR,33.805264,-84.193779,4994
MEMORIAL DR @ LAUREN PKY,33.800491,-84.196982,4995
MEMORIAL DR @ HEARTHSTONE DR,33.80068,-84.201355,4996
MEMORIAL DR @ HAMBRICK RD,33.801198,-84.206687,4997
ROCKBRIDGE RD @ S HAIRSTON RD,33.787063,-84.196192,4998
ROCKBRIDGE RD@MARTIN RD,33.790169,-84.175529,4999
ROCKBRIDGE RD @ ROCKBOROUGH TER,33.790646,-84.173622,5000
ROCKBRIDGE RD @ ROCKBOROUGH DR,33.790486,-84.17688,5001
ROCKBRIDGE RD@SAN MARCOS WAY,33.790257,-84.179359,5002
ROCKBRIDGE RD@SHELTON WOODS CT,33.789903,-84.183233,5003
ROCKBRIDGE RD@FOND DU LAC DR,33.788495,-84.188021,5004
ROCKBRIDGE RD@HICKORY HILLS DR,33.78777,-84.19209,5005
ROCKBRIDGE RD@HALWICK WAY,33.78688,-84.19889,5006
ROCKBRIDGE RD@THOMAS JEFFERSON DR,33.786424,-84.20088,5007
ROCKBRIDGE RD@POPLAR RD,33.78637,-84.20341,5008
ROCKBRIDGE RD@CLUB HOUSE DR,33.7864,-84.20621,5009
E PONCE DE LEON AVE @ TUGGLE DR,33.812671,-84.174249,5010
MEMORIAL DR @ MOUNTAIN VIEW DR,33.805402,-84.187926,5011
W MOUNTAIN ST @ MEADOW ROCK DR,33.806883,-84.183931,5012
W MOUNTAIN ST @ PINE ROC WAY,33.806778,-84.181648,5013
W MOUNTAIN ST @ SEXTON DR,33.806448,-84.178451,5014
W MOUNTAIN ST @ 5100,33.806924,-84.180548,5015
W MOUNTAIN ST @ MEADOW ROCK DR,33.807035,-84.183257,5016
MEMORIAL DR @ MOUNTAIN VIEW DR,33.806207,-84.187109,5017
MEMORIAL DR@SUMMIT CREEK DR,33.800484,-84.201997,5018
N HAIRSTON RD @ ANDERSON RD,33.803869,-84.193553,5019
N HAIRSTON RD@FELLSRIDGE CT,33.807485,-84.193558,5020
N HAIRSTON RD @ CENTRAL DR,33.812131,-84.193539,5021
N HAIRSTON RD@CHATFIELD DR,33.814911,-84.193487,5022
N HAIRSTON RD @ STONEGATE IND BLVD,33.82236,-84.1946,5023
ROCKBRIDGE RD@EDDINGTON WAY,33.789747,-84.181506,5024
ROCKBRIDGE RD@SAN MARCOS WAY,33.789955,-84.179867,5025
ROCKBRIDGE RD@FOND DU LAC DR,33.788245,-84.18811,5026
ROCKBRIDGE RD@MAPLECLIFF DR,33.787417,-84.192362,5027
ROCKBRIDGE RD@ROWLAND RD,33.78623,-84.20303,5028
ROCKBRIDGE RD@CLUB HOUSE DR,33.786334,-84.206513,5029
ROCKBRIDGE RD@RAYS RD,33.786599,-84.218066,5030
W MOUNTAIN ST @ SEXTON DR,33.806518,-84.178068,5031
ROCKBRIDGE RD @ ROCKBOROUGH DR,33.790335,-84.177577,5032
W MOUNTAIN ST @ 5105,33.806713,-84.18035,5033
W MOUNTAIN ST @ RIDGE AVE,33.80778,-84.172491,5034
E PONCE DE LEON AVE @ TUGGLE DR,33.812789,-84.173893,5035
ROCKBRIDGE RD@SHEPPARD RD,33.78911,-84.185736,5036
W MOUNTAIN ST @ RIDGE AVE,33.808091,-84.172152,5037
ROCKBRIDGE RD@RIDGE AVE,33.790175,-84.171443,5038
ROCKBRIDGE RD@ORCHARD DR,33.78696,-84.16603,5039
ROCKBRIDGE RD@ROCK MEADOW DR,33.788586,-84.168063,5040
ROCKBRIDGE RD @ RIDGE AVE,33.790421,-84.17186,5041
MAIN ST @ W MOUNTAIN ST,33.808218,-84.170668,5042
E PONCE DE LEON AVE @ JAMES B RIVERS MEMORIAL DR,33.811907,-84.171911,5043
ROCKBRIDGE RD @ ORCHARD DR,33.787622,-84.166279,5044
ROCKBRIDGE RD @ OROARKE DR,33.788972,-84.1689,5045
